nr_ano,cd_sh6,sg_uf,vl_fob_uf,vl_fob_total_produto,pct_participacao
2024,020410,ES,2362.0,67917.0,0.034777743422118174
2024,020410,BA,541.0,67917.0,0.007965605076784898
2024,020410,CE,161.0,67917.0,0.0023705405126846005
2024,020421,RS,8261.0,15765.0,0.5240088804313352
2024,020421,SC,7504.0,15765.0,0.47599111956866474
2024,020422,RJ,10960.0,24243.0,0.4520892628800066
2024,020422,SP,9115.0,24243.0,0.37598482036051645
2024,020422,BA,2600.0,24243.0,0.10724745287299427
2024,020422,ES,937.0,24243.0,0.038650332054613705
2024,020422,PE,363.0,24243.0,0.01497339438188343
2024,020422,MA,268.0,24243.0,0.011054737449985563
2024,020423,RJ,20445.0,38218.0,0.5349573499398189
2024,020423,SP,14263.0,38218.0,0.37320110942487833
2024,020423,ES,1727.0,38218.0,0.04518813124705636
2024,020423,PE,1196.0,38218.0,0.0312941545868439
2024,020423,MA,543.0,38218.0,0.01420796483332461
2024,020423,PA,44.0,38218.0,0.0011512899680778692
2024,020430,SP,142805.0,157378.0,0.9074012886172146
2024,020430,MA,8371.0,157378.0,0.053190407807952825
2024,020430,PR,2458.0,157378.0,0.015618447305214198
2024,020430,PA,1895.0,157378.0,0.012041073085183443
2024,020430,ES,1399.0,157378.0,0.00888942545972118
2024,020430,CE,186.0,157378.0,0.0011818678595483486
2024,020430,AP,142.0,157378.0,9.022862153541156E-4
2024,020430,SC,122.0,157378.0,7.752036498112824E-4
2024,020441,SP,5922.0,9518.0,0.6221895356167262
2024,020441,RS,2202.0,9518.0,0.23135112418575332
2024,020441,MA,1255.0,9518.0,0.13185543181340617
2024,020441,SC,139.0,9518.0,0.01460390838411431
2024,020442,SP,227533.0,556755.0,0.40867706621404387
2024,020442,RJ,79152.0,556755.0,0.14216666217636123
2024,020442,ES,50597.0,556755.0,0.09087839354832916
2024,020442,RS,41815.0,556755.0,0.07510484863180393
2024,020442,PR,36765.0,556755.0,0.06603443166204165
2024,020442,SC,36342.0,556755.0,0.0652746719831883
2024,020442,MA,25615.0,556755.0,0.04600766944167542
2024,020442,PA,13634.0,556755.0,0.024488329696185935
2024,020442,AL,13467.0,556755.0,0.024188377293423498
2024,020442,BA,12493.0,556755.0,0.02243895429767133
2024,020442,CE,6280.0,556755.0,0.011279647241605373
2024,020442,AM,5815.0,556755.0,0.010444450431518352
2024,020442,PE,5597.0,556755.0,0.010052895797972179
2024,020442,AP,1650.0,556755.0,0.002963601584179756
2024,020443,SP,35203.0,53970.0,0.6522697795071336
2024,020443,MA,4413.0,53970.0,0.08176764869371873
2024,020443,SC,4124.0,53970.0,0.07641282193811377
2024,020443,RJ,3010.0,53970.0,0.055771725032425425
2024,020443,BA,1974.0,53970.0,0.036575875486381325
2024,020443,RS,1769.0,53970.0,0.032777468964239394
2024,020443,PR,1684.0,53970.0,0.031202519918473226
2024,020443,ES,1247.0,53970.0,0.02310542894200482
2024,020443,CE,465.0,53970.0,0.008615897720956087
2024,020443,PA,81.0,53970.0,0.001500833796553641
2024,020450,CE,6885.0,17796.0,0.38688469318948077
2024,020450,MA,6052.0,17796.0,0.3400764216677905
2024,020450,PR,1912.0,17796.0,0.10743987412901776
2024,020450,ES,1747.0,17796.0,0.09816812766913913
2024,020450,RJ,1068.0,17796.0,0.06001348617666891
2024,020450,SC,132.0,17796.0,0.007417397167902899
2024,020500,BA,6814770.0,1.0620533E7,0.6416598865612488
2024,020500,RS,3772080.0,1.0620533E7,0.3551686153604532
2024,020500,RJ,33683.0,1.0620533E7,0.0031714980782979536
2024,020610,MS,339176.0,566876.0,0.598324854112716
2024,020610,GO,131441.0,566876.0,0.23186905072714314
2024,020610,MT,75617.0,566876.0,0.13339248795150968
2024,020610,PA,11487.0,566876.0,0.02026369082480119
2024,020610,ES,3603.0,566876.0,0.006355887354553729
2024,020610,BA,1780.0,566876.0,0.003140016511547499
2024,020610,SP,1764.0,566876.0,0.0031117916440279707
2024,020610,PR,796.0,566876.0,0.001404187159096522
2024,020610,RJ,407.0,566876.0,7.179700675279955E-4
2024,020610,MA,301.0,566876.0,5.30980320211122E-4
2024,020610,RS,233.0,566876.0,4.110246332531277E-4
2024,020610,PE,183.0,566876.0,3.2282192225460243E-4
2024,020610,CE,88.0,566876.0,1.5523677135740444E-4
2024,020621,MT,9083206.0,4.1972014E7,0.216411011394402
2024,020621,SP,7599539.0,4.1972014E7,0.18106205244284918
2024,020621,MS,5556473.0,4.1972014E7,0.13238518885464967
2024,020621,RO,5326916.0,4.1972014E7,0.12691590162911887
2024,020621,GO,4449924.0,4.1972014E7,0.10602121689943209
2024,020621,MG,3197815.0,4.1972014E7,0.07618921979774428
2024,020621,PA,2422021.0,4.1972014E7,0.05770561784335629
2024,020621,TO,1858176.0,4.1972014E7,0.04427178548067767
2024,020621,PR,1065747.0,4.1972014E7,0.025391848006150002
2024,020621,MA,598517.0,4.1972014E7,0.014259906613011231
2024,020621,RS,297877.0,4.1972014E7,0.007097038517141446
2024,020621,BA,186617.0,4.1972014E7,0.004446224572401982
2024,020621,AC,111534.0,4.1972014E7,0.0026573421041935228
2024,020621,PE,88543.0,4.1972014E7,0.0021095723450392447
2024,020621,ES,81123.0,4.1972014E7,0.0019327878809913671
2024,020621,SC,34423.0,4.1972014E7,8.201417258652396E-4
2024,020621,RJ,6788.0,4.1972014E7,1.617268115845001E-4
2024,020621,AL,2710.0,4.1972014E7,6.456683255656972E-5
2024,020621,AM,2215.0,4.1972014E7,5.277325982022211E-5
2024,020621,CE,1195.0,4.1972014E7,2.8471352363505834E-5
2024,020621,AP,655.0,4.1972014E7,1.560563665112663E-5
2024,020622,MT,4379065.0,1.7974033E7,0.24363285635449763
2024,020622,GO,3764588.0,1.7974033E7,0.2094459267989549
2024,020622,RO,3222983.0,1.7974033E7,0.17931329045629327
2024,020622,MG,1877171.0,1.7974033E7,0.10443794111204759
2024,020622,SP,1588646.0,1.7974033E7,0.08838561718452392
2024,020622,MS,1407381.0,1.7974033E7,0.07830079092432955
2024,020622,TO,570050.0,1.7974033E7,0.03171519714023002
2024,020622,PA,430174.0,1.7974033E7,0.023933081685117635
2024,020622,PR,428099.0,1.7974033E7,0.023817637366082504
2024,020622,RS,165757.0,1.7974033E7,0.0092220260194248
2024,020622,RJ,117845.0,1.7974033E7,0.00655640278394949
2024,020622,AL,8447.0,1.7974033E7,4.6995574115169366E-4
2024,020622,ES,3759.0,1.7974033E7,2.0913503385689789E-4
2024,020622,SC,3067.0,1.7974033E7,1.7063504890638622E-4
2024,020622,RR,2027.0,1.7974033E7,1.1277379984781378E-4
2024,020622,MA,1859.0,1.7974033E7,1.0342698269219824E-4
2024,020622,PE,1284.0,1.7974033E7,7.143638826077597E-5
2024,020622,CE,838.0,1.7974033E7,4.662281414527279E-5
2024,020622,AM,572.0,1.7974033E7,3.1823686982214845E-5
2024,020622,BA,285.0,1.7974033E7,1.585620767470495E-5
2024,020622,AP,136.0,1.7974033E7,7.5664710307363965E-6
2024,020629,SP,9.4288745E7,3.24498827E8,0.29056729071011406
2024,020629,MT,5.5487766E7,3.24498827E8,0.17099527450680121
2024,020629,MS,3.3806128E7,3.24498827E8,0.1041795075579734
2024,020629,GO,3.3385755E7,3.24498827E8,0.10288405449305368
2024,020629,RO,3.2337354E7,3.24498827E8,0.09965322309161999
2024,020629,PA,2.3902759E7,3.24498827E8,0.07366054053563652
2024,020629,MG,2.2248701E7,3.24498827E8,0.06856327095444323
2024,020629,TO,9805841.0,3.24498827E8,0.03021841739970296
2024,020629,MA,6752978.0,3.24498827E8,0.020810485086899866
2024,020629,PR,6111871.0,3.24498827E8,0.018834801519945092
2024,020629,AC,2029167.0,3.24498827E8,0.006253233698129824
2024,020629,RS,2017493.0,3.24498827E8,0.006217258221398748
2024,020629,BA,1085245.0,3.24498827E8,0.003344372643910975
2024,020629,PE,496165.0,3.24498827E8,0.0015290193945755003
2024,020629,SC,406796.0,3.24498827E8,0.0012536131602102832
2024,020629,ES,217511.0,3.24498827E8,6.702982627422564E-4
2024,020629,RJ,68208.0,3.24498827E8,2.1019490464906982E-4
2024,020629,RR,29495.0,3.24498827E8,9.089401115154108E-5
2024,020629,AL,13169.0,3.24498827E8,4.058258121222731E-5
2024,020629,CE,6448.0,3.24498827E8,1.9870641936095505E-5
2024,020629,AM,862.0,3.24498827E8,2.6564040553527177E-6
2024,020629,AP,370.0,3.24498827E8,1.140219838144438E-6
2024,020630,PA,26814.0,87469.0,0.3065543221026878
2024,020630,MA,11618.0,87469.0,0.1328242005739176
2024,020630,ES,11274.0,87469.0,0.12889137865986808
2024,020630,SP,9608.0,87469.0,0.10984463066915136
2024,020630,PR,8826.0,87469.0,0.10090432038779454
2024,020630,AM,7745.0,87469.0,0.0885456561753307
2024,020630,CE,3426.0,87469.0,0.03916816243469115
2024,020630,AP,3026.0,87469.0,0.03459511369742423
2024,020630,SC,1978.0,87469.0,0.022613726005784908
2024,020630,AL,1768.0,87469.0,0.020212875418719776
2024,020630,RJ,524.0,87469.0,0.005990693845819662
2024,020630,BA,472.0,87469.0,0.005396197509974963
2024,020630,RS,351.0,87469.0,0.00401285026695172
2024,020630,PE,39.0,87469.0,4.4587225188352444E-4
2024,020641,SC,3730123.0,4600044.0,0.8108885480225841
2024,020641,MT,470362.0,4600044.0,0.10225163063657652
2024,020641,RS,166754.0,4600044.0,0.03625052282108606
2024,020641,PR,96046.0,4600044.0,0.020879365501721286
2024,020641,MS,90787.0,4600044.0,0.019736115567590223
2024,020641,SP,27134.0,4600044.0,0.005898639230407361
2024,020641,MA,9513.0,4600044.0,0.002068023697164636
2024,020641,PA,4073.0,4600044.0,8.854263133135248E-4
2024,020641,AM,1839.0,4600044.0,3.9977878472466783E-4
2024,020641,ES,1301.0,4600044.0,2.828233816893925E-4
2024,020641,AP,796.0,4600044.0,1.7304182307821404E-4
2024,020641,MG,737.0,4600044.0,1.6021585880482883E-4
2024,020641,CE,331.0,4600044.0,7.195583346594077E-5
2024,020641,RJ,248.0,4600044.0,5.3912527793212416E-5
2024,020649,SC,8.5295494E7,1.28123756E8,0.6657273925063515
2024,020649,RS,1.6952189E7,1.28123756E8,0.13231105244838437
2024,020649,PR,1.2257011E7,1.28123756E8,0.09566540493864385
2024,020649,MS,4638200.0,1.28123756E8,0.03620093685046199
2024,020649,MT,3816437.0,1.28123756E8,0.029787114576940752
2024,020649,MG,2522206.0,1.28123756E8,0.019685701377658644
2024,020649,GO,2224894.0,1.28123756E8,0.01736519494480009
2024,020649,SP,394366.0,1.28123756E8,0.0030780084217949403
2024,020649,ES,9683.0,1.28123756E8,7.5575367927865E-5
2024,020649,AC,5345.0,1.28123756E8,4.171747821692021E-5
2024,020649,RJ,2594.0,1.28123756E8,2.0246050232870163E-5
2024,020649,PA,2464.0,1.28123756E8,1.9231406235077904E-5
2024,020649,BA,2032.0,1.28123756E8,1.5859666180875934E-5
2024,020649,CE,500.0,1.28123756E8,3.902476914585613E-6
2024,020649,AM,238.0,1.28123756E8,1.857579011342752E-6
2024,020649,MA,103.0,1.28123756E8,8.039102444046364E-7
2024,020680,PA,188.0,188.0,1.0
2024,020690,RS,328432.0,631726.0,0.5198962841485074
2024,020690,BA,298778.0,631726.0,0.4729550469665646
2024,020690,SP,4163.0,631726.0,0.006589882322399268
2024,020690,ES,213.0,631726.0,3.37171495236859E-4
2024,020690,RJ,86.0,631726.0,1.361349699078398E-4
2024,020690,PR,54.0,631726.0,8.548009738399243E-5
2024,020711,RJ,72786.0,285886.0,0.25459798661004734
2024,020711,MA,45168.0,285886.0,0.15799304617924628
2024,020711,BA,33625.0,285886.0,0.11761681229581022
2024,020711,RR,33376.0,285886.0,0.11674583575271262
2024,020711,SP,33311.0,285886.0,0.11651847239808875
